"","timestamp","value","cluster"
"92477",2019-03-30 03:38:42,7121,"4"
"65882",2019-03-11 06:12:22,6908,"5"
"102328",2019-04-06 14:35:05,7260,"3"
"83825",2019-03-22 17:39:55,7635,"5"
"93643",2019-03-31 01:30:31,674,"6"
"96519",2019-04-02 07:32:19,7306,"1"
"88692",2019-03-26 17:14:57,7152,"4"
"65038",2019-03-10 11:53:49,7283,"5"
"87754",2019-03-25 19:14:45,6546,"3"
"72639",2019-03-16 09:01:08,7417,"5"
"93330",2019-03-30 21:43:35,4329,"3"
"71388",2019-03-15 08:08:50,1041,"5"
"89793",2019-03-27 14:21:44,6760,"1"
"87905",2019-03-25 23:24:37,7266,"4"
"93185",2019-03-30 19:02:25,6810,"4"
"99498",2019-04-03 15:37:24,7068,"4"
"74591",2019-03-17 22:15:13,7283,"5"
"65220",2019-03-10 15:07:45,7576,"4"
"84170",2019-03-23 01:48:03,7257,"3"
"89588",2019-03-27 09:54:31,6786,"4"
"79656",2019-03-20 17:05:23,385,"2"
"87812",2019-03-25 20:50:22,7416,"1"
"73994",2019-03-17 06:37:35,6628,"5"
"101050",2019-04-05 08:54:17,6962,"3"
"92088",2019-03-29 18:35:59,6329,"4"
"62483",2019-03-08 00:05:55,7335,"5"
"97861",2019-04-02 16:30:47,667,"6"
"96768",2019-04-02 13:02:44,6949,"7"
"95670",2019-04-01 13:45:07,6952,"4"
"63175",2019-03-08 16:53:06,7872,"5"
"95598",2019-04-01 12:24:26,6963,"3"
"99414",2019-04-03 13:53:27,7347,"4"
"63949",2019-03-09 09:58:18,7246,"5"
"91624",2019-03-29 08:52:22,7107,"3"
"102283",2019-04-06 13:06:48,7709,"3"
"96842",2019-04-02 14:40:06,6770,"4"
"95388",2019-04-01 08:08:58,6933,"4"
"62354",2019-03-07 20:34:44,6893,"5"
"67387",2019-03-12 20:02:40,7573,"4"
"95021",2019-04-01 01:13:16,7015,"3"
"100518",2019-04-04 19:17:09,6956,"4"
"81631",2019-03-21 03:45:32,3311,"2"
"76722",2019-03-19 15:36:44,385,"4"
"83517",2019-03-22 10:59:33,7774,"1"
"82084",2019-03-21 11:07:31,5391,"4"
"96923",2019-04-02 15:04:54,2611,"3"
"75606",2019-03-18 12:00:42,385,"5"
"94289",2019-03-31 09:14:58,6864,"1"
"95491",2019-04-01 10:21:36,7328,"4"
"64074",2019-03-09 13:56:46,7120,"5"
"95395",2019-04-01 08:12:30,6743,"3"
"68047",2019-03-13 08:37:43,6937,"5"
"92266",2019-03-29 22:04:06,7074,"3"
"98911",2019-04-03 03:00:33,7147,"4"
"84140",2019-03-23 00:52:41,7494,"5"
"101008",2019-04-05 07:55:44,7235,"3"
"97422",2019-04-02 15:52:47,680,"2"
"99674",2019-04-03 20:58:33,7178,"1"
"87559",2019-03-25 14:35:13,4188,"2"
"68980",2019-03-14 02:54:48,7661,"7"
"77232",2019-03-20 04:43:08,385,"6"
"64461",2019-03-09 23:20:38,7198,"7"
"81243",2019-03-21 00:31:57,385,"6"
"69789",2019-03-14 23:41:07,7431,"7"
"98796",2019-04-02 23:14:01,7086,"3"
"101817",2019-04-06 02:08:50,6591,"4"
"95149",2019-04-01 03:44:10,6968,"4"
"87979",2019-03-26 01:00:38,7266,"4"
"62201",2019-03-07 16:58:01,7644,"5"
"98190",2019-04-02 16:59:44,653,"6"
"94311",2019-03-31 09:45:31,6900,"7"
"77609",2019-03-20 11:58:03,385,"2"
"96777",2019-04-02 13:24:49,6721,"1"
"92496",2019-03-30 03:49:03,7235,"4"
"91069",2019-03-28 20:48:19,6569,"4"
"62405",2019-03-07 21:58:06,7650,"5"
"72930",2019-03-16 18:15:57,6528,"3"
"89797",2019-03-27 14:23:36,6601,"3"
"99164",2019-04-03 07:58:05,7399,"4"
"92396",2019-03-30 01:17:25,7376,"4"
"84419",2019-03-23 08:06:16,7664,"4"
"73755",2019-03-17 03:27:33,2411,"2"
"85292",2019-03-24 01:25:31,7649,"1"
"85508",2019-03-24 05:49:35,7392,"4"
"65460",2019-03-10 19:49:21,7534,"5"
"82790",2019-03-21 22:29:14,7420,"3"
"99654",2019-04-03 20:24:44,7032,"3"
"71601",2019-03-15 10:17:08,7301,"5"
"85328",2019-03-24 02:02:04,7481,"3"
"78698",2019-03-20 14:48:21,408,"2"
"70020",2019-03-15 03:04:21,1745,"4"
"74193",2019-03-17 12:07:44,7093,"1"
"80742",2019-03-20 20:44:26,385,"6"
"85478",2019-03-24 04:55:55,7061,"1"
"85596",2019-03-24 08:04:02,7446,"4"
"88140",2019-03-26 05:31:26,6831,"4"
"99544",2019-04-03 17:28:46,7607,"3"
"88395",2019-03-26 11:41:16,7434,"5"
"93200",2019-03-30 19:14:57,6716,"4"
"69515",2019-03-14 14:43:30,7228,"5"
"93262",2019-03-30 20:31:26,7388,"3"
"101661",2019-04-05 23:14:47,6574,"4"
"87066",2019-03-25 13:34:48,609,"2"
"70882",2019-03-15 04:17:02,653,"5"
"78145",2019-03-20 13:29:36,408,"4"
"79910",2019-03-20 17:52:32,385,"4"
"73217",2019-03-16 23:51:50,687,"4"
"78180",2019-03-20 13:33:28,408,"4"
"81668",2019-03-21 03:53:45,5384,"1"
"100321",2019-04-04 13:14:32,7319,"3"
"95103",2019-04-01 02:48:30,6803,"4"
"72874",2019-03-16 16:48:47,7478,"5"
"73644",2019-03-17 01:41:32,4107,"4"
"88303",2019-03-26 09:18:10,6923,"1"
"95959",2019-04-01 19:59:05,7435,"4"
"78818",2019-03-20 15:05:46,385,"2"
"70707",2019-03-15 04:03:46,660,"4"
"76168",2019-03-19 04:30:46,544,"4"
"99349",2019-04-03 11:52:17,7791,"1"
"72191",2019-03-15 22:30:27,7344,"5"
"86350",2019-03-25 01:13:49,7785,"3"
"88459",2019-03-26 12:57:17,6776,"4"
"83867",2019-03-22 18:35:00,7545,"4"
"100171",2019-04-04 09:50:29,7384,"3"
"63033",2019-03-08 14:02:32,7482,"5"
"84743",2019-03-23 16:03:11,7300,"3"
"69223",2019-03-14 08:01:04,7462,"5"
"97722",2019-04-02 16:18:31,667,"6"
"74524",2019-03-17 20:38:52,7108,"7"
"96305",2019-04-02 02:56:59,6913,"3"
"65984",2019-03-11 09:14:24,7174,"5"
"94551",2019-03-31 14:42:06,6897,"3"
"83527",2019-03-22 11:11:33,7767,"5"
"99452",2019-04-03 14:41:31,6769,"3"
"88793",2019-03-26 18:52:38,6410,"4"
"82416",2019-03-21 16:05:59,6405,"4"
"88325",2019-03-26 09:49:58,7080,"4"
"72488",2019-03-16 04:52:52,6858,"5"
"84114",2019-03-23 00:23:17,7300,"4"
"75258",2019-03-18 10:48:17,861,"2"
"73611",2019-03-17 01:26:35,3346,"4"
"99808",2019-04-04 01:21:45,7003,"3"
"76001",2019-03-18 17:30:49,385,"2"
"84445",2019-03-23 08:59:40,7442,"1"
"71702",2019-03-15 12:05:10,7076,"4"
"73836",2019-03-17 03:50:13,3594,"4"
"81704",2019-03-21 04:11:33,5382,"4"
"77383",2019-03-20 08:46:08,373,"2"
"73147",2019-03-16 23:33:33,687,"4"
"79333",2019-03-20 16:11:26,408,"4"
"85227",2019-03-23 23:56:34,7446,"1"
"84447",2019-03-23 09:00:37,7452,"4"
"98430",2019-04-02 17:22:44,2919,"6"
"76980",2019-03-19 16:09:49,397,"5"
"99725",2019-04-03 23:03:59,7197,"1"
"71019",2019-03-15 04:30:58,667,"2"
"91607",2019-03-29 08:36:42,7208,"1"
"89967",2019-03-27 18:45:03,7121,"4"
"75504",2019-03-18 11:51:06,536,"2"
"96056",2019-04-01 21:58:19,7102,"1"
"100812",2019-04-05 03:17:52,7296,"4"
"84665",2019-03-23 14:07:01,7028,"5"
"90582",2019-03-28 10:34:26,7102,"4"
"92685",2019-03-30 07:53:51,7135,"4"
"78943",2019-03-20 15:25:21,385,"2"
"85118",2019-03-23 22:05:00,7202,"1"
"66667",2019-03-12 02:34:28,7574,"5"
"74941",2019-03-18 08:16:06,7383,"4"
"72957",2019-03-16 18:34:21,5195,"4"
"102064",2019-04-06 07:53:03,6734,"3"
"87484",2019-03-25 14:15:29,1920,"2"
"90013",2019-03-27 19:51:45,7303,"1"
"88587",2019-03-26 14:41:38,6575,"4"
"91937",2019-03-29 15:12:32,7167,"4"
"70041",2019-03-15 03:07:37,577,"2"
"76523",2019-03-19 06:41:00,397,"4"
"83397",2019-03-22 08:30:59,7172,"1"
"89949",2019-03-27 18:30:48,6966,"4"
"92478",2019-03-30 03:39:17,7032,"4"
"94901",2019-03-31 23:11:30,6968,"4"
"94674",2019-03-31 18:30:14,6772,"4"
"84862",2019-03-23 17:02:48,6492,"4"
"86489",2019-03-25 04:44:08,6950,"4"
"68990",2019-03-14 03:14:28,7504,"5"
"93406",2019-03-30 22:09:32,882,"6"
"94863",2019-03-31 22:46:02,6627,"1"
"101722",2019-04-06 00:27:24,7172,"4"
"84452",2019-03-23 09:11:29,7534,"5"
"102643",2019-04-06 20:49:14,7234,"3"
"65690",2019-03-11 01:34:09,7265,"5"
"94550",2019-03-31 14:41:58,6993,"3"
"80195",2019-03-20 18:43:28,408,"2"
"62784",2019-03-08 07:37:30,7311,"7"
"78491",2019-03-20 14:14:04,397,"6"
"89000",2019-03-26 23:19:26,6827,"1"
"102022",2019-04-06 07:01:10,7583,"3"
"62530",2019-03-08 00:45:08,7687,"5"
"71842",2019-03-15 15:47:33,7267,"4"
"66659",2019-03-12 02:27:20,7643,"4"
"87729",2019-03-25 18:29:52,6654,"3"
"85078",2019-03-23 21:14:35,7404,"4"
"78829",2019-03-20 15:06:34,397,"2"
"93249",2019-03-30 20:18:02,7299,"1"
"100185",2019-04-04 10:26:25,6597,"4"
"69678",2019-03-14 20:32:11,6921,"5"
"73440",2019-03-17 00:40:59,714,"6"
"68435",2019-03-13 15:41:17,7402,"7"
"66933",2019-03-12 09:06:34,7205,"4"
"95234",2019-04-01 05:47:08,6765,"3"
"82575",2019-03-21 18:31:54,6908,"5"
"91496",2019-03-29 06:07:27,6827,"4"
"87024",2019-03-25 13:30:04,720,"2"
"66250",2019-03-11 15:46:30,7923,"7"
"72925",2019-03-16 18:15:00,6960,"4"
"74388",2019-03-17 16:25:40,7226,"4"
"73507",2019-03-17 00:55:34,667,"2"
"92728",2019-03-30 08:45:52,6710,"1"
"101310",2019-04-05 15:34:59,6567,"4"
"91013",2019-03-28 19:54:55,6890,"4"
"91342",2019-03-29 02:43:09,6611,"4"
"88528",2019-03-26 13:56:54,6747,"4"
"62477",2019-03-08 00:00:24,7501,"5"
"80058",2019-03-20 18:18:48,419,"6"
"92746",2019-03-30 09:02:36,6818,"1"
"82569",2019-03-21 18:19:26,6912,"5"
"81938",2019-03-21 08:19:37,5234,"4"
"73327",2019-03-17 00:14:06,680,"2"
"95499",2019-04-01 10:30:49,7317,"1"
"98746",2019-04-02 21:56:17,7276,"4"
"100129",2019-04-04 09:15:40,7071,"4"
"96677",2019-04-02 11:22:51,7234,"4"
"69612",2019-03-14 17:56:05,7381,"5"
"98560",2019-04-02 18:57:29,6868,"3"
"76983",2019-03-19 16:10:01,385,"2"
"70499",2019-03-15 03:47:54,667,"4"
"95099",2019-04-01 02:44:46,6614,"1"
"90134",2019-03-27 22:55:19,7489,"4"
"66160",2019-03-11 14:03:53,7360,"5"
"88812",2019-03-26 19:03:54,6654,"3"
"82115",2019-03-21 11:49:12,5207,"4"
"96698",2019-04-02 11:53:16,7248,"3"
"76974",2019-03-19 16:07:21,397,"2"
"80292",2019-03-20 19:04:29,408,"4"
"68350",2019-03-13 13:46:43,7736,"7"
"76934",2019-03-19 15:57:49,385,"6"
"90281",2019-03-28 02:41:03,6494,"1"
"68119",2019-03-13 09:57:24,7278,"5"
"80511",2019-03-20 20:03:02,397,"6"
"68850",2019-03-13 23:59:53,7407,"7"
"66977",2019-03-12 10:28:55,7717,"4"
"65181",2019-03-10 14:28:03,7655,"4"
"67617",2019-03-13 00:51:00,7813,"4"
"70600",2019-03-15 03:55:54,609,"6"
"68110",2019-03-13 09:51:00,6937,"7"
"67182",2019-03-12 15:10:19,7776,"4"
"91362",2019-03-29 03:03:00,7235,"3"
"91317",2019-03-29 02:11:12,6731,"4"
"89465",2019-03-27 07:19:49,6959,"4"
"97482",2019-04-02 15:57:35,667,"6"
"74602",2019-03-17 22:51:10,7561,"7"
"62667",2019-03-08 04:50:56,7219,"5"
"88954",2019-03-26 22:40:14,6505,"3"
"65042",2019-03-10 11:56:33,7296,"5"
"72753",2019-03-16 12:25:08,7292,"4"
"94698",2019-03-31 18:58:03,6928,"3"
"101157",2019-04-05 12:04:36,6932,"4"
"98975",2019-04-03 04:27:42,7064,"4"
"63107",2019-03-08 15:23:21,8098,"5"
"67060",2019-03-12 12:07:25,7464,"4"
"74559",2019-03-17 21:26:53,7314,"4"
"86054",2019-03-24 17:42:30,7201,"4"
"66524",2019-03-11 23:10:57,7414,"5"
"88633",2019-03-26 16:00:19,7149,"3"
"103025",2019-04-07 06:14:58,7231,"3"
"80318",2019-03-20 19:24:09,397,"2"
"73266",2019-03-17 00:07:58,707,"4"
"90260",2019-03-28 02:15:42,6954,"1"
"85327",2019-03-24 02:01:32,7393,"4"
"90999",2019-03-28 19:40:34,7237,"4"
"100918",2019-04-05 06:32:43,6637,"4"
"69242",2019-03-14 08:33:28,7530,"5"
"73565",2019-03-17 01:16:15,811,"6"
"96499",2019-04-02 07:13:35,7125,"1"
"81398",2019-03-21 00:56:50,385,"2"
"102009",2019-04-06 06:52:26,7255,"1"
"83842",2019-03-22 17:56:27,7555,"5"
"89632",2019-03-27 10:49:09,7352,"4"
"97457",2019-04-02 15:55:47,638,"6"
"74634",2019-03-17 23:50:03,7309,"7"
"65586",2019-03-10 22:21:42,7348,"4"
"100737",2019-04-05 01:20:06,7272,"3"
"96170",2019-04-02 00:31:21,7256,"4"
"64692",2019-03-10 04:04:46,7183,"5"
"100414",2019-04-04 16:29:59,7328,"3"
"89238",2019-03-27 02:54:01,7108,"5"
"75425",2019-03-18 11:27:02,553,"2"
"74934",2019-03-18 07:59:23,7450,"7"
"79549",2019-03-20 16:45:07,397,"6"
"75548",2019-03-18 11:54:42,451,"4"
"102595",2019-04-06 19:52:02,7106,"1"
"79824",2019-03-20 17:37:47,408,"2"
"67139",2019-03-12 14:26:59,7131,"7"
"95179",2019-04-01 04:20:15,7085,"3"
"70260",2019-03-15 03:28:57,609,"2"
"92433",2019-03-30 02:36:22,7175,"1"
"95666",2019-04-01 13:41:59,6931,"4"
"72409",2019-03-16 03:31:03,7029,"5"
"67651",2019-03-13 01:28:00,7370,"4"
"67451",2019-03-12 21:20:04,7333,"4"
"93281",2019-03-30 21:16:11,6926,"3"
"72506",2019-03-16 05:03:40,7145,"5"
"69016",2019-03-14 03:43:20,7343,"4"
"96025",2019-04-01 21:29:43,6877,"3"
"80180",2019-03-20 18:41:12,430,"2"
"101638",2019-04-05 22:59:03,7216,"1"
"66592",2019-03-12 00:13:34,7244,"5"
"62216",2019-03-07 17:28:17,7391,"4"
"76204",2019-03-19 05:11:39,509,"6"
"98709",2019-04-02 21:25:12,7531,"1"
"74677",2019-03-18 01:24:05,6941,"5"
"85819",2019-03-24 12:54:06,7117,"4"
"66142",2019-03-11 13:38:17,7913,"5"
"67777",2019-03-13 03:59:43,6844,"4"
"76487",2019-03-19 06:32:32,481,"6"
"97192",2019-04-02 15:34:27,660,"3"
"69253",2019-03-14 08:48:53,7454,"7"
"66226",2019-03-11 15:23:42,7330,"4"
"90703",2019-03-28 12:45:36,6595,"3"
"93607",2019-03-31 01:13:14,667,"6"
"69683",2019-03-14 20:37:39,7273,"7"
"100921",2019-04-05 06:33:07,6828,"3"
"67394",2019-03-12 20:10:20,7237,"5"
"79770",2019-03-20 17:30:15,481,"6"
"90640",2019-03-28 11:34:11,6811,"1"
"90927",2019-03-28 17:45:36,7348,"4"
"95565",2019-04-01 12:04:34,6899,"4"
"99454",2019-04-03 14:42:51,6930,"4"
"72978",2019-03-16 18:45:29,4064,"5"
"81973",2019-03-21 09:02:06,5181,"4"
"84070",2019-03-22 23:17:52,7518,"4"
"74063",2019-03-17 08:08:05,7132,"4"
"101103",2019-04-05 10:34:47,7146,"3"
"80434",2019-03-20 19:54:37,461,"2"
"92081",2019-03-29 18:30:47,6135,"1"
"86521",2019-03-25 05:45:49,7409,"4"
"86210",2019-03-24 21:32:49,7430,"4"
"86872",2019-03-25 12:51:43,6918,"4"
"63580",2019-03-09 01:43:07,7675,"5"
"84945",2019-03-23 18:29:01,6801,"3"
"65202",2019-03-10 14:46:00,7555,"5"
"100766",2019-04-05 02:09:15,7227,"3"
"77976",2019-03-20 13:06:35,397,"2"
"96434",2019-04-02 06:08:38,7112,"1"
"97975",2019-04-02 16:41:56,701,"6"
"68174",2019-03-13 10:49:01,7235,"7"
"83563",2019-03-22 11:53:26,7874,"3"
"69756",2019-03-14 23:01:25,7355,"4"
"93746",2019-03-31 03:31:13,667,"6"
"102817",2019-04-07 00:53:19,7534,"1"
"90734",2019-03-28 13:32:49,7344,"5"
"75229",2019-03-18 10:39:21,1846,"2"
"85806",2019-03-24 12:22:29,7348,"1"
"66327",2019-03-11 18:07:33,7577,"5"
"78610",2019-03-20 14:37:17,408,"6"
"64990",2019-03-10 11:02:01,7571,"7"
"80849",2019-03-20 20:58:14,385,"6"
"89670",2019-03-27 11:46:45,7119,"1"
"62292",2019-03-07 19:15:47,7285,"5"
"99713",2019-04-03 22:46:03,7369,"3"
"102871",2019-04-07 01:57:10,7059,"4"
"96804",2019-04-02 13:45:33,6957,"4"
"93753",2019-03-31 03:31:52,1151,"2"
"62789",2019-03-08 07:40:18,7797,"7"
"69321",2019-03-14 09:53:50,6814,"4"
"63877",2019-03-09 08:49:45,7734,"4"
"94813",2019-03-31 22:02:05,7032,"3"
"90602",2019-03-28 11:07:18,7059,"4"
"80604",2019-03-20 20:17:38,536,"2"
"64355",2019-03-09 21:00:40,7271,"7"
"95851",2019-04-01 17:44:59,7188,"3"
"77352",2019-03-20 08:36:07,289,"2"
"69673",2019-03-14 20:27:48,7002,"7"
"74176",2019-03-17 11:53:08,7149,"4"
"63053",2019-03-08 14:25:20,7657,"5"
"98174",2019-04-02 16:58:12,667,"6"
"76696",2019-03-19 15:32:20,397,"5"
"85880",2019-03-24 14:14:03,6560,"1"
"100277",2019-04-04 12:16:47,7109,"3"
"76316",2019-03-19 05:26:23,385,"2"
"82657",2019-03-21 20:05:19,7049,"1"
"93547",2019-03-31 00:56:54,667,"6"
"70884",2019-03-15 04:17:14,645,"5"
"63411",2019-03-08 22:33:15,7837,"7"
"97924",2019-04-02 16:37:52,667,"6"
"100299",2019-04-04 12:46:39,7292,"1"
"62602",2019-03-08 02:53:18,7782,"5"
"66562",2019-03-11 23:39:45,7280,"4"
"93960",2019-03-31 03:59:33,5024,"3"
"90011",2019-03-27 19:50:28,7147,"4"
"88515",2019-03-26 13:51:41,6750,"4"
"85150",2019-03-23 22:36:33,6991,"4"
"83042",2019-03-22 02:10:41,7863,"4"
"78858",2019-03-20 15:11:09,385,"2"
"71385",2019-03-15 08:08:38,667,"4"
"95993",2019-04-01 20:53:49,7084,"1"
"76265",2019-03-19 05:19:46,527,"2"
"81830",2019-03-21 06:23:27,4450,"1"
"63403",2019-03-08 22:19:08,7655,"5"
"85061",2019-03-23 20:57:15,7477,"3"
"82797",2019-03-21 22:36:01,7335,"4"
"75641",2019-03-18 12:04:46,385,"2"
"62497",2019-03-08 00:21:48,7541,"7"
"98168",2019-04-02 16:57:20,667,"6"
"90026",2019-03-27 20:13:05,7210,"7"
"90974",2019-03-28 19:07:30,7030,"4"
"97009",2019-04-02 15:19:22,660,"6"
"73341",2019-03-17 00:19:02,667,"5"
"64662",2019-03-10 03:40:02,7423,"7"
"74795",2019-03-18 05:09:04,7343,"3"
"73840",2019-03-17 03:52:05,3620,"4"
"99240",2019-04-03 09:48:51,6933,"3"
"83581",2019-03-22 12:25:43,7525,"5"
"94690",2019-03-31 18:37:46,6954,"3"
"100005",2019-04-04 06:19:54,7517,"4"
"99959",2019-04-04 05:00:33,7301,"4"
"66910",2019-03-12 08:33:05,7178,"5"
"66091",2019-03-11 12:16:03,7810,"4"
"85258",2019-03-24 00:41:07,7364,"3"
"79208",2019-03-20 15:53:02,408,"2"
"80163",2019-03-20 18:37:09,397,"4"
"75919",2019-03-18 17:18:48,385,"4"
"74201",2019-03-17 12:10:56,7221,"7"
"79428",2019-03-20 16:25:47,408,"6"
"89236",2019-03-27 02:53:13,7141,"1"
"66176",2019-03-11 14:19:33,6783,"5"
"88783",2019-03-26 18:45:42,6868,"3"
"80155",2019-03-20 18:32:28,397,"2"
"66704",2019-03-12 03:35:45,7459,"7"
"99642",2019-04-03 20:03:16,7200,"3"
"77032",2019-03-19 18:25:46,385,"2"
"83838",2019-03-22 17:53:27,7560,"1"
"101764",2019-04-06 00:59:17,7534,"3"
"66415",2019-03-11 19:59:18,7684,"5"
"90323",2019-03-28 04:17:16,7255,"3"
"86706",2019-03-25 09:15:09,7123,"4"
"73229",2019-03-16 23:53:42,720,"2"
"99717",2019-04-03 22:49:27,7362,"1"
"86485",2019-03-25 04:38:56,6942,"5"
"82350",2019-03-21 15:17:07,6382,"4"
"72716",2019-03-16 10:52:06,6845,"4"
"99510",2019-04-03 16:03:01,6769,"3"
"84650",2019-03-23 13:52:41,7351,"5"
"87980",2019-03-26 01:00:58,7340,"4"
"75948",2019-03-18 17:22:52,373,"2"
"91537",2019-03-29 06:55:44,7234,"1"
"78616",2019-03-20 14:37:57,385,"2"
"87647",2019-03-25 15:38:50,6623,"1"
"64364",2019-03-09 21:06:20,7510,"5"
"62823",2019-03-08 08:36:15,7581,"4"
"96632",2019-04-02 09:25:49,7149,"3"
"75025",2019-03-18 09:37:56,4656,"5"
"74763",2019-03-18 04:18:15,7269,"4"
"69431",2019-03-14 13:03:20,7444,"4"
"95930",2019-04-01 19:05:08,7527,"3"
"87951",2019-03-26 00:23:14,6776,"4"
"85222",2019-03-23 23:54:58,6972,"4"
"79675",2019-03-20 17:10:07,408,"2"
"100672",2019-04-04 23:20:57,6693,"1"
"63807",2019-03-09 07:05:43,7709,"5"
"99514",2019-04-03 16:07:57,6780,"3"
"87543",2019-03-25 14:31:25,4209,"5"
"93374",2019-03-30 22:02:19,2672,"4"
"71761",2019-03-15 13:52:55,7757,"7"
"76363",2019-03-19 05:37:39,544,"6"
"82981",2019-03-22 01:33:28,7480,"1"
"68205",2019-03-13 11:22:10,7129,"5"
"69097",2019-03-14 04:58:49,7242,"4"
"88554",2019-03-26 14:11:30,6713,"3"
"64366",2019-03-09 21:10:04,7519,"5"
"66285",2019-03-11 16:49:43,7770,"4"
"101587",2019-04-05 21:57:54,7032,"3"
"90364",2019-03-28 05:32:45,7212,"5"
"91083",2019-03-28 20:56:39,6922,"4"
"72948",2019-03-16 18:30:12,5856,"5"
"86106",2019-03-24 18:40:23,7015,"3"
"93201",2019-03-30 19:15:09,6649,"4"
"81774",2019-03-21 06:00:15,5440,"5"
"69730",2019-03-14 22:20:21,7350,"4"
"94342",2019-03-31 10:00:06,6423,"3"
"85583",2019-03-24 07:46:25,7350,"4"
"83438",2019-03-22 09:39:15,7699,"4"
"99053",2019-04-03 05:37:48,7167,"3"
"94434",2019-03-31 12:04:44,7238,"4"
"101295",2019-04-05 15:22:47,7355,"4"
"84971",2019-03-23 19:02:37,6518,"5"
"102508",2019-04-06 18:24:52,7265,"3"
"76900",2019-03-19 15:53:01,441,"2"
"83066",2019-03-22 02:34:13,8063,"1"
"70734",2019-03-15 04:05:42,638,"2"
"63449",2019-03-08 23:17:28,7328,"7"
"70571",2019-03-15 03:53:38,624,"6"
"68100",2019-03-13 09:46:00,7497,"7"
"101965",2019-04-06 06:02:01,7410,"3"
"100241",2019-04-04 11:22:58,6873,"4"
"72863",2019-03-16 16:02:51,7579,"5"
"73659",2019-03-17 01:55:11,4682,"4"
"91614",2019-03-29 08:41:54,7113,"3"
"65281",2019-03-10 16:07:49,7671,"5"
"93528",2019-03-31 00:52:14,674,"6"
"64531",2019-03-10 00:45:51,7685,"7"
"70761",2019-03-15 04:07:39,667,"6"
"65167",2019-03-10 14:08:51,7841,"7"
"84400",2019-03-23 07:46:56,7734,"3"
"75053",2019-03-18 09:45:12,3238,"2"
"63009",2019-03-08 13:29:39,7528,"7"
"96975",2019-04-02 15:15:58,674,"6"
"101022",2019-04-05 08:14:57,7157,"1"
"79109",2019-03-20 15:45:26,430,"2"
"90501",2019-03-28 08:05:24,6688,"1"
"73571",2019-03-17 01:17:15,1650,"2"
"100885",2019-04-05 05:43:51,7326,"1"
"85641",2019-03-24 08:30:42,7297,"5"
"101740",2019-04-06 00:40:08,6816,"3"
"69902",2019-03-15 02:10:56,7829,"5"
"88691",2019-03-26 17:14:37,7061,"3"
"68593",2019-03-13 18:23:12,7831,"5"
"70805",2019-03-15 04:11:23,660,"6"
"82435",2019-03-21 16:15:12,6845,"1"
"91237",2019-03-29 00:45:51,6862,"4"
"73888",2019-03-17 04:16:54,4951,"5"
"91838",2019-03-29 13:08:54,7016,"3"
"62828",2019-03-08 08:45:51,7656,"5"
"65186",2019-03-10 14:31:07,7554,"4"
"75958",2019-03-18 17:24:00,373,"6"
"100572",2019-04-04 21:01:59,6972,"1"
"81119",2019-03-21 00:13:34,419,"2"
"97196",2019-04-02 15:34:43,674,"3"
"78009",2019-03-20 13:11:08,419,"5"
"92347",2019-03-29 23:51:48,6901,"1"
"96465",2019-04-02 06:43:31,7045,"4"
"77150",2019-03-19 21:25:29,289,"2"
"81487",2019-03-21 01:05:42,544,"4"
"89256",2019-03-27 03:00:05,6951,"1"
"65489",2019-03-10 20:27:49,7455,"5"
"87077",2019-03-25 13:35:32,553,"6"
"81002",2019-03-20 23:35:41,385,"4"
"84654",2019-03-23 13:57:25,7360,"1"
"82909",2019-03-22 00:20:11,7599,"4"
"80273",2019-03-20 19:00:33,385,"2"
"92323",2019-03-29 23:16:15,7250,"1"
"83155",2019-03-22 04:15:23,7618,"4"
"92084",2019-03-29 18:32:59,6182,"4"
"81209",2019-03-21 00:27:05,385,"2"
"92577",2019-03-30 05:23:52,6987,"1"
"68819",2019-03-13 23:04:00,7566,"5"
"96878",2019-04-02 14:55:38,4826,"3"
"90422",2019-03-28 06:48:26,7128,"4"
"84761",2019-03-23 16:20:40,7432,"4"
"95214",2019-04-01 05:21:24,7320,"3"
"71955",2019-03-15 18:22:59,7687,"5"
"79646",2019-03-20 17:03:27,385,"6"
"92374",2019-03-30 00:26:08,7126,"1"
"63591",2019-03-09 02:12:59,7596,"5"
"98756",2019-04-02 22:11:01,7439,"3"
"76874",2019-03-19 15:50:12,509,"2"
"68629",2019-03-13 19:05:01,7582,"7"
"74185",2019-03-17 12:02:45,7110,"4"
"73761",2019-03-17 03:30:01,2425,"2"
"72806",2019-03-16 14:03:25,7156,"7"
"90077",2019-03-27 21:44:55,7091,"3"
"97103",2019-04-02 15:27:18,653,"6"
"89593",2019-03-27 10:02:00,6875,"7"
"99189",2019-04-03 08:16:42,7212,"4"
"82067",2019-03-21 10:49:47,5319,"5"
"73149",2019-03-16 23:33:49,701,"2"
"94306",2019-03-31 09:41:22,6828,"1"
"71788",2019-03-15 14:31:55,7213,"5"
"64856",2019-03-10 07:59:06,7228,"4"
"65868",2019-03-11 05:55:09,7286,"4"
"84076",2019-03-22 23:29:44,7533,"3"
"76835",2019-03-19 15:47:17,385,"2"
"84359",2019-03-23 06:42:35,7626,"1"
"96214",2019-04-02 01:22:26,7024,"3"
"102868",2019-04-07 01:54:39,7108,"4"
"82203",2019-03-21 13:17:53,5841,"5"
"80503",2019-03-20 20:01:53,385,"2"
"102859",2019-04-07 01:47:39,7658,"1"
